대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도
경기도 광명시 소하동 1312-11,20130426,20130426,20130913,263.6,157.54,59.76,494.56,494.56,187.61,단독주택,"제1종근.생(소매점),다가구주택",37.4495324,126.8887687
경기도 광명시 소하동 1314-9,20130524,20130524,20131212,220.6,108.34,49.11,219.98,219.98,99.72,단독주택,다가구주택,37.4488998,126.889368
경기도 광명시 소하동 1320-12,20130402,20130402,20131014,220.2,109.35,49.66,264.9,220.02,99.92,단독주택,다가구주택,37.4478504,126.8894861
경기도 광명시 소하동 1321-7,20130329,20160329,20160726,574.3,387.26,67.43,760.87,760.87,132.49,자동차관련시설,자동차관련시설및제1종근린생활시설,37.4475549,126.8894266
경기도 광명시 소하동 1322-3,20130315,20130315,20130830,262.0,156.66,59.79,494.39,494.39,188.69,단독주택,,37.4477026,126.8886057
경기도 광명시 소하동 1325-1,20130530,,,2000.0,974.29,48.7145,2917.06,2746.5,137.325,교육연구시설,,37.4459818,126.8886425
경기도 광명시 소하동 1337-2,20130502,20130502,20130729,597.4,72.6,12.15,72.6,72.6,12.15,자동차관련시설,,37.4476044,126.8854901
경기도 광명시 소하동 광명역세권 택지개발사업지구 내 단독주택용지 단 1 6,20130913,20130913,20131230,305.0,130.56,42.81,217.95,217.95,71.46,단독주택,단독주택-다가구주택(2가구),37.4397486,126.881855
경기도 광명시 일직동 22-4,20130219,20130219,20130417,330.0,189.0,57.27,297.0,297.0,90.0,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 62-2,20131010,20131010,20151215,330.0,143.0,43.33,230.71,230.71,69.91,제2종근린생활시설,제2종근린생활시설(일반음식점),37.4212396,126.886224
경기도 광명시 일직동 225-1,20130125,20130125,20140725,330.0,168.8,51.15,298.4,298.4,90.42,제2종근린생활시설,제조업소,37.4212396,126.886224
경기도 광명시 일직동 500,20130807,20130807,20150430,77263.5,45286.23,58.61,257679.16,123852.23,160.3,판매시설,"판매시설(전문점),창고시설(창고)",37.4212396,126.886224
경기도 광명시 일직동 500,20130807,20130807,20150430,77263.5,45286.23,58.61,257679.16,123852.23,160.3,판매시설,"판매시설(쇼핑센터),문화및집회시설(공연장)",37.4212396,126.886224
경기도 광명시 일직동 503,20131224,20131224,20140730,259.2,154.94,59.78,494.52,494.52,190.79,단독주택,"단독주택(다가구주택),제2종근린생활시설(일반음식점)",37.4212396,126.886224
경기도 광명시 일직동 503-2,20130912,20130912,20140320,272.0,162.66,59.8,494.82,494.82,181.92,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4212396,126.886224
경기도 광명시 일직동 504-2,20130904,20130904,20140211,273.6,161.26,58.94,544.69,544.69,199.08,단독주택,다가구주택,37.4212396,126.886224
경기도 광명시 일직동 505-1,20130628,20130628,20131129,262.0,156.78,59.84,493.6,493.6,188.4,단독주택,다가구주택(5가구) 및 제2종근린생활시설(일반음식점),37.4212396,126.886224
경기도 광명시 일직동 505-8,20130904,20130904,20131226,262.4,152.73,58.2,494.37,494.37,188.4,단독주택,제1종근.생(소매점),37.4212396,126.886224
경기도 광명시 일직동 505-11,20130904,20130904,20131206,257.3,153.64,59.71,494.52,494.52,192.19,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 505-19,20130423,20130423,20130924,271.8,161.79,59.52,494.69,494.69,182.01,단독주택,"다가구주택-(5가구),제2종근린생활시설(일반음식점)",37.4212396,126.886224
경기도 광명시 일직동 506,20130924,20130924,20140730,853.6,511.28,59.9,2742.9,2045.03,239.58,제1종근린생활시설,제2종근린생활시설,37.4212396,126.886224
경기도 광명시 일직동 506-1,20130924,20130924,20140808,746.9,445.91,59.7,2405.41,1791.77,239.89,제1종근린생활시설,제2종근린생활시설,37.4212396,126.886224
경기도 광명시 일직동 510-6,20130416,20130425,20140605,936.1,646.88,69.1,5956.22,4316.76,461.14,제1종근린생활시설,"제1,2종근린생활시설(일반음식점,의원)업무시설(사무소)",37.4212396,126.886224
경기도 광명시 일직동 510-12,20130625,20130701,20140828,735.8,511.5,69.52,5161.27,3417.38,464.44,업무시설,,37.4212396,126.886224
경기도 광명시 일직동 510-13,20130719,20130719,20140623,735.6,513.79,69.85,5377.93,3549.81,482.57,제1종근린생활시설,"제1,2종근린생활시설(소매점,의원,일반음식점),업무시설(사무소)",37.4212396,126.886224
경기도 광명시 일직동 511-3,20130525,20130525,20160407,1477.3,1025.52,69.42,16174.5,10308.2,697.77,업무시설,"업무시설(오피스텔),제1종근린생활시설(소매점,의원)",37.4212396,126.886224
경기도 광명시 일직동 523-9,20130628,20130628,20140110,263.0,157.14,59.75,488.8,488.8,185.86,단독주택,다가구주택5가구,37.4212396,126.886224
경기도 광명시 일직동 광명역세권택지개발지구 17 2,20130424,20140309,20130912,277.0,153.36,55.36,493.31,493.31,178.09,단독주택,"다가구주택,근린생활시설",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발 사업지구내 단독주택용지 단12 1,20130219,20130219,20130715,262.0,156.23,59.63,494.42,494.42,188.71,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단14 3,20130307,20130307,20130730,272.0,163.14,59.98,494.84,494.84,181.93,단독주택,"단독주택-다가구주택(5가구),제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발사업지구내 단독주택용지 21 6,20130305,20130305,20130717,263.0,152.0,57.79,492.96,492.96,187.43,단독주택,,37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단11 6,20130416,20130416,20130904,262.0,156.66,59.79,494.63,494.63,188.79,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권지구 단9-2,20130529,20130529,20140102,260.1,148.09,56.94,515.02,515.02,198.01,단독주택,제2종근린생활시설,37.4213009,126.8853993
경기도 광명시 철산동 123-3,20130215,20130215,20130527,519.0,202.2,38.95,245.83,245.83,47.36,자동차관련시설,,37.4854283,126.8743201
경기도 광명시 철산동 177-1,20130525,20130525,20130903,201.0,116.39,57.91,315.22,315.22,156.83,공동주택,공동주택-도시형생활주택:단지형다세대(8세대),37.482692,126.8651482
경기도 광명시 철산동 213-1,20130223,20130223,20130528,266.0,149.48,56.2,427.48,427.48,160.71,공동주택,다세대주택(8세대),37.4799138,126.8632846
경기도 광명시 철산동 230,20130814,20130814,20131126,250.9,145.15,57.85,402.87,402.87,160.57,공동주택,다세대주택-도시형생활주택(8세대),37.4799578,126.8647184
경기도 광명시 하안동 241-3,20131204,20131204,20140512,785.0,222.3,28.32,169.78,169.78,21.63,단독주택,다가구주택,37.456822,126.8782514
경기도 광명시 하안동 865-11,20130527,20130527,20131002,203.2,109.995,54.13,242.335,242.335,119.26,단독주택,다가구주택,37.4548379,126.8596969
경기도 광명시 하안동 866,20130619,20130516,20131008,245.0,133.74,54.59,306.54,306.54,125.12,단독주택,다가구주택,37.4550632,126.8597424
경기도 광명시 하안동 866-3,20130416,20130416,20131025,243.3,124.39,51.13,405.19,218.16,89.67,단독주택,단독주택,37.4549326,126.8601434
경기도 광명시 하안동 866-14,20131014,20131014,20140328,331.7,190.81,57.52,294.16,163.78,49.38,단독주택,단독주택,37.4541723,126.8616086
경기도 광명시 하안동 867-3,20130809,20130809,20131226,326.1,167.39,51.33,387.5,225.24,69.07,단독주택,다가구주택,37.4540976,126.8623166
경기도 광명시 하안동 869-3,20130510,20130510,20130813,165.0,95.41,57.82,172.82,172.82,104.74,단독주택,다가구주텍,37.4539285,126.8620098
경기도 광명시 하안동 872-4,20130530,20130530,20131126,267.6,148.27,55.41,481.27,354.37,132.43,제1종근린생활시설,다가구주택 및 제1종근린생활시설,37.4531955,126.8600947
경기도 광명시 하안동 873-2,20130628,20130628,20131224,375.9,202.12,53.77,629.68,383.13,101.92,단독주택,단독주택(다가구주택),37.4533856,126.8601043
경기도 광명시 하안동 876,20130625,20130625,20140801,554.3,313.56,56.57,1026.53,624.02,112.58,제2종근린생활시설,,37.4532154,126.8608127
경기도 광명시 하안동 877-1,20131017,20131017,20140122,696.1,307.02,44.11,354.3,354.3,50.9,제2종근린생활시설,일반음식점,37.45309030000001,126.8619736
경기도 광명시 하안동 877-2,20130730,20130730,20131223,620.3,371.8,59.94,418.0,418.0,67.39,제2종근린생활시설,제2종근린생활시설(일반음식점),37.4530501,126.8622784
경기도 광명시 하안동 882-4,20130821,20130821,20131224,265.0,149.24,56.32,334.94,334.94,126.39,제2종근린생활시설,제2종근린생활시설(일반음식점),37.4528564,126.8649118
경기도 광명시 하안동 883-3,20130521,20130521,20131002,1001.8,290.37,28.98,333.26,333.26,33.27,제2종근린생활시설,일반음식점,37.45293059999999,126.8631226
경기도 광명시 하안동 884-5,20131202,20131202,20160912,470.8,177.7,37.74,459.82,459.82,96.67,제2종근린생활시설,일반음식점,37.4519714,126.8635993
경기도 광명시 하안동 884-6,20131202,20131202,20231207,435.0,149.67,34.41,366.34,366.34,84.22,제2종근린생활시설,"일반음식점,사무소",37.4519342,126.8637311
경기도 광명시 하안동 888-1,20130327,20130327,20131024,558.2,296.4,53.1,646.36,646.36,115.79,제2종근린생활시설,,37.4525658,126.8608773
경기도 광명시 하안동 밤일택지지구 3- 8,20130625,20130625,20131011,287.8,136.91,47.57,465.85,336.93,117.07,단독주택,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구도시개발 구역내 5 2,20130305,20130305,20130701,218.1,126.84,58.16,291.43,260.08,119.25,단독주택,,37.4590598,126.8698947
경기도 광명시 하안동 광명밤일마을지구도시개발구역내 5 3,20130425,20130425,20130701,242.6,103.01,42.46,144.65,144.65,59.62,단독주택,단독주택,37.45262,126.862293
경기도 광명시 광명동 27-50,20141204,20141204,20150428,395.0,219.85,55.66,659.94,659.94,167.07,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4798684,126.8601103
경기도 광명시 광명동 49-39,20140924,20140924,20150203,340.0,202.93,59.69,659.38,659.38,193.94,공동주택,도시형생활주택(다세대주택),37.4751884,126.8555353
경기도 광명시 광명동 55-6,20140212,20140212,20140602,198.0,138.51,69.95,672.43,672.43,339.61,공동주택,"공동주택-다세대주택(도시형생활주택-단지형다세대),제2종근린생활시설(사무소)",37.48393859999999,126.8557379
경기도 광명시 광명동 58-2,20140915,20140915,20150209,275.0,189.58,68.94,975.09,945.48,343.81,공동주택,"제2종근린생활시설(사무소),공동주택-다세대주택(도시형생활주택-원룸형주택)",37.48421829999999,126.8575242
경기도 광명시 광명동 98-12,20140326,20140326,20140730,248.6,148.13,59.59,494.33,494.33,198.85,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대주택),37.4826476,126.8543058
경기도 광명시 광명동 102-1,20140930,20140930,20150908,637.7,445.6,69.88,5429.85,4059.91,636.65,공동주택,"제1종근린생활시설(소매점),업무시설(오피스텔),공동주택(아파트)",37.4826633,126.8562333
경기도 광명시 광명동 143-4,20140616,20140616,20140918,402.9,259.62,64.4378,454.2,454.2,112.7327,제1종근린생활시설,소매점,37.4813366,126.8547249
경기도 광명시 광명동 158-97,20140712,20140712,20141117,198.3,116.42,58.71,415.15,415.15,209.35,공동주택,공동주택-다세대주택 (도시형생활주택-단지형다세대),37.48114100000001,126.8536742
경기도 광명시 광명동 158-122,20140319,20140319,20140806,204.0,139.9,68.58,499.53,499.53,244.87,공동주택,다세대주택,37.4801357,126.8537748
경기도 광명시 광명동 158-139,20140312,20140312,20140805,202.0,120.96,59.88,407.32,407.32,201.64,공동주택,공동주택-다세대주택(8세대),37.4807603,126.8534942
경기도 광명시 광명동 158-174,20140710,20140710,20170116,106.1,63.32,59.68,192.77,192.77,181.69,단독주택,단독주택-다가구주택(3가구),37.4811728,126.8526502
경기도 광명시 광명동 158-175,20140430,20140430,20140930,323.7,190.46,58.84,643.86,643.86,198.91,공동주택,다세대주택,37.4810237,126.852585
경기도 광명시 광명동 158-214,20140417,20150417,20150804,322.3,192.16,59.62,771.93,771.93,239.51,공동주택,도시형생활주택및오피스텔,37.4810229,126.8521126
경기도 광명시 광명동 158-514,20140326,20140326,20150828,742.9,517.82,69.7,6742.7,5072.15,682.75,제1종근린생활시설,"근린생활시설,업무시설,교육연구시설",37.4788777,126.8544966
경기도 광명시 광명동 158-947,20140605,20140605,20141023,169.6,101.68,59.95,360.8,360.8,212.74,공동주택,다세대주택,37.4797086,126.8506602
경기도 광명시 광명동 158-955,20140811,20140811,20141223,433.4,252.0,58.14,659.83,659.83,152.25,공동주택,공동주택-다세대주택 (도시형생활주택-단지형다세대),37.4802188,126.8496664
경기도 광명시 광명동 158-1046,20140813,20140813,20141208,392.7,234.43,59.7,933.95,903.15,229.98,공동주택,"공동주택-다세대주택(도시형생활주택-단지형다세대),업무시설(오피스텔)",37.4806369,126.8515146
경기도 광명시 광명동 158-1421,20140903,20140903,20150304,333.7,199.54,59.8,650.66,650.66,194.98,공동주택,도시형생활주택(단지형다세대주택),37.4802413,126.8508455
경기도 광명시 광명동 207-16,20140901,20140901,20141212,300.0,179.89,59.96,655.8,655.8,218.6,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4773699,126.8505205
경기도 광명시 광명동 287-14,20140705,20140705,20141106,243.0,157.42,64.78,599.38,599.38,246.66,공동주택,도시형생활주택(다세대주택),37.4760293,126.8517119
경기도 광명시 광명동 287-16,20140705,20140705,20141106,236.0,158.32,67.08,602.46,602.46,255.28,공동주택,도시형생활주택(다세대주택),37.4762395,126.8518129
경기도 광명시 광명동 288-31,20141124,20141124,20150528,421.0,277.5,65.91,1371.58,1324.82,314.68,업무시설,"업무시설(오피스텔),공동주택(다세대주택(도시형생활주택-단지형다세대)",37.4762711,126.8523448
경기도 광명시 광명동 288-70,20140820,20140820,20150223,342.0,223.55,65.37,659.89,659.89,192.95,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대)-12세대,37.4758945,126.8516344
경기도 광명시 광명동 290-41,20140917,20140917,20150123,310.0,211.06,68.08,658.86,658.86,212.54,공동주택,도시형생활주택(다세대주택),37.4746023,126.8510879
경기도 광명시 광명동 290-42,20140604,20140604,20141218,145.0,88.35,60.93,335.64,335.64,231.48,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4745662,126.8512244
경기도 광명시 광명동 297-10,20140219,20140219,20140912,310.0,183.39,59.15,628.89,628.89,202.86,공동주택,다세대주택,37.4748862,126.8535888
경기도 광명시 광명동 298-35,20140729,20140729,20141229,287.0,171.96,59.92,592.99,592.99,206.62,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4744839,126.854313
경기도 광명시 광명동 750-12,20141031,20141031,20150506,491.5,226.0,45.98,659.77,659.77,134.23,공동주택,다세대주택,37.4689738,126.8494386
경기도 광명시 광명동 752-1,20140829,20140829,20141124,485.5,138.0,28.42,272.88,272.88,56.21,제1종근린생활시설,제1종근린생활시설(소매점),37.46975339999999,126.848889
경기도 광명시 광명동 758-2,20140524,20140524,20141202,436.2,229.6,52.64,659.86,659.86,151.27,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4708236,126.8460601
경기도 광명시 소하동 31-5,20140707,20140707,20141120,365.0,215.39,59.01,628.49,594.04,162.75,창고시설,"수리점,사무실",37.4515783,126.8928383
경기도 광명시 소하동 34-43,20141218,20141218,20150508,303.0,179.4,59.21,658.47,658.47,217.32,공동주택,다세대주택,37.4518556,126.8914086
경기도 광명시 소하동 36-7,20140910,20140910,20150122,259.0,150.08,57.95,424.52,424.52,163.91,제2종근린생활시설,"제1종근린생활시설,다가구주택",37.4520887,126.889875
경기도 광명시 소하동 49-2,20141021,20141021,20150710,566.0,307.78,54.3781,1734.52,1326.16,234.3,제2종근린생활시설,소매점외,37.453416,126.8878508
경기도 광명시 소하동 922-11,20140510,20140510,20150126,138.0,87.21,63.2,415.21,415.21,300.88,공동주택,,37.43612,126.8790874
경기도 광명시 소하동 1083-2,20140703,20140703,20141015,295.0,175.36,59.44,499.3,499.3,169.25,공동주택,도시형생활주택(다세대주택)8세대,37.4342478,126.8783505
경기도 광명시 소하동 1093,20140616,20140616,20141118,579.0,297.52,51.39,1125.8,1125.8,194.44,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4333629,126.8764298
경기도 광명시 소하동 1093,20140616,20140616,20141118,579.0,297.52,51.39,1125.8,1125.8,194.44,공동주택,공동주택-다세대주택(도시형생활주택-단지형다세대),37.4333629,126.8764298
경기도 광명시 소하동 1276,20140318,20140318,20140618,293.9,137.42,46.75,415.94,292.92,99.66,단독주택,,37.4561036,126.8805574
경기도 광명시 소하동 1278-3,20140322,20140322,20140813,230.2,114.75,49.85,229.91,229.91,99.87,단독주택,다가구주택(4가구),37.4558269,126.8813977
경기도 광명시 소하동 1282-5,20140902,20140902,20141210,283.0,159.38,56.31,491.49,491.49,173.67,단독주택,,37.4551991,126.883001
경기도 광명시 소하동 1282-6,20140920,20140920,20150121,281.9,160.68,57.0,494.31,494.31,175.35,단독주택,"제2종근린생활시설(수리점),단독주택(다가구주택)",37.4551377,126.8828414
경기도 광명시 소하동 1313-3,20141015,20141015,20150114,230.3,105.92,45.99,335.24,229.62,99.7,단독주택,다가구주택,37.4494337,126.8891989
경기도 광명시 소하동 1313-4,20141016,20141016,20150424,782.9,665.07,84.94,2054.09,1995.21,254.84,자동차관련시설,"주차장,제1종근.생시설",37.4494487,126.8894305
경기도 광명시 소하동 1321-2,20140916,20140916,20150225,258.2,154.18,59.71,491.06,491.06,190.18,단독주택,"다구주택,제2종근.생(일반음식점)",37.4481382,126.8886393
경기도 광명시 소하동 1335-1,20141126,,,2140.4,725.82,33.9105,766.05,766.05,35.79,제1종근린생활시설,,37.4485068,126.8844345
경기도 광명시 소하동 1338-2,20140820,20140820,20150922,865.5,597.94,69.09,5722.52,4228.81,488.6,제1종근린생활시설,"제1종근린생활시설(소매점,의원),제2종근린생활시설(일반음식점,사무소)",37.4472879,126.8849839
경기도 광명시 소하동 1380,20140128,20140128,20150108,1409.3,845.33,59.98,7004.06,3360.21,238.43,제1종근린생활시설,"제1, 2종근린생활시설",37.4332509,126.8797679
경기도 광명시 소하동 1385-2,20140430,20140430,20141031,1347.0,546.8,40.59,1091.82,1091.82,81.06,노유자시설,,37.4320671,126.8774346
경기도 광명시 소하동 1395-10,20141204,20141204,20150326,277.0,138.18,49.88,208.41,208.41,75.24,단독주택,다가구주택,37.4316501,126.8752239
경기도 광명시 소하동 1396-1,20140409,20140409,20150729,267.2,131.18,49.09,211.72,211.72,79.23,단독주택,,37.4317864,126.8759222
경기도 광명시 소하동 1398-2,20140902,20140902,20150115,277.0,133.72,48.27,232.64,208.75,75.36,단독주택,단독주택(다가구주택-2가구),37.4313896,126.876409
경기도 광명시 소하동 1398-3,20141111,20141111,20150326,281.1,140.51,49.9858,201.45,201.45,71.6649,단독주택,다가구주택,37.431296,126.8762467
경기도 광명시 소하동 1398-6,20140304,20140304,20140814,280.3,130.6,46.59,220.4,220.4,78.63,단독주택,단독주택-다가구주택(2가구),37.4309786,126.8757939
경기도 광명시 소하동 광명역세권지구 차고지2,20140204,20140204,20140417,2311.0,72.0,3.12,136.8,136.8,5.92,자동차관련시설,자동차관련시설,37.4397486,126.881855
경기도 광명시 소하동 광명역세권지구 차고지2,20140204,20140204,20140417,2311.0,72.0,3.12,136.8,136.8,5.92,자동차관련시설,자동차관련시설,37.4397486,126.881855
경기도 광명시 소하동 역세권택지개발지구 단독주택 39 2,20140312,20140312,20140718,317.0,149.3,47.1,209.86,209.86,66.2,단독주택,다가구주택,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단39 1,20140320,20140320,20140718,288.0,141.78,49.23,224.22,224.22,77.85,단독주택,단독주택-다가구주택(2가구),37.4397486,126.881855
경기도 광명시 소하동 광명역세권지구 단1-1,20140319,20140319,20140718,280.0,137.52,49.11,223.93,223.93,79.97,단독주택,다가구,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발지구 단39-5,20141006,20141006,20150211,268.0,94.96,35.4328,140.59,140.59,52.459,단독주택,,37.4397486,126.881855
경기도 광명시 일직동 225-10,20140430,20140430,20141212,271.0,157.47,58.11,298.44,298.44,110.13,제2종근린생활시설,,37.4212396,126.886224
경기도 광명시 일직동 503-1,20140824,20140824,20150105,272.0,162.66,59.8,494.82,494.82,181.92,단독주택,"제2종근린생활시설(일반음식점),단독주택(다가구주택)",37.4212396,126.886224
경기도 광명시 일직동 503-12,20140407,20140407,20141013,261.2,156.28,59.83,492.6,492.6,188.59,단독주택,다가구주택,37.4212396,126.886224
경기도 광명시 일직동 504-5,20140809,20140809,20150105,260.1,153.58,59.05,494.76,494.76,190.22,단독주택,"제2종근린생활시설(일반음식점),단독주택(다가구주택)",37.4212396,126.886224
경기도 광명시 일직동 505-3,20140913,20140913,20150213,261.8,156.66,59.84,494.46,494.46,188.87,단독주택,"제2종근린생활시설(일반음식점),단독주택(다가구주택",37.4212396,126.886224
경기도 광명시 일직동 510-10,20140715,20140714,20151208,939.8,657.45,69.96,7534.92,4464.73,475.07,업무시설,"업무시설(오피스텔),근린생활시설",37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,부대시설,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,어린이도서관,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,어린이집,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,열교환기실(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,옥외엘리베이터,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,전기실/발전기실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,아파트,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,오피스텔,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,오피스텔,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,문화 및 집회시설,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,판매시설,판매시설,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,경로당(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,경비실1(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,경비실2(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,경비실3(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,공조및제연실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,판매시설,공조및제연실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,관리사무소,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,관리사무소,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,기계/전기실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,기계/전기실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,판매시설,기계/전기실,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,기계실(펌프실)(공동주택),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,방재실(MDF포함),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,판매시설,방재실(MDF포함),37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,주민공동시설,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,공동주택,지하주차장,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,지하주차장,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,업무시설,지하주차장,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,판매시설,지하주차장,37.4212396,126.886224
경기도 광명시 일직동 513,20141118,20141118,20180219,54497.4,10778.8731,19.78,320946.032,190639.6561,349.81,문화및집회시설,피난계단실,37.4212396,126.886224
